Country Name,Series Name,Time,Value
"Bahamas, The",CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1963,
"Bahamas, The",CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1964,
"Bahamas, The",CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1965,
"Bahamas, The",CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1966,
"Bahamas, The",CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1967,
"Bahamas, The",CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1968,
"Bahamas, The",CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1969,
"Bahamas, The",CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1970,
"Bahamas, The",CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1971,
"Bahamas, The",CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1972,
"Bahamas, The",CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1973,
"Bahamas, The",CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1974,
"Bahamas, The",CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1975,
"Bahamas, The",CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1976,
"Bahamas, The",CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1977,
"Bahamas, The",CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1978,
"Bahamas, The",CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1979,
"Bahamas, The",CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1980,
"Bahamas, The",CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1981,
"Bahamas, The",CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1982,
"Bahamas, The",CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1983,
"Bahamas, The",CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1984,
"Bahamas, The",CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1985,
"Bahamas, The",CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1986,
"Bahamas, The",CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1987,
"Bahamas, The",CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1988,
"Bahamas, The",CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1989,
"Bahamas, The",CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1990,
"Bahamas, The",CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1991,
"Bahamas, The",CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1992,
"Bahamas, The",CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1993,
"Bahamas, The",CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1994,
"Bahamas, The",CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1995,
"Bahamas, The",CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1996,
"Bahamas, The",CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1997,
"Bahamas, The",CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1998,
"Bahamas, The",CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1999,
"Bahamas, The",CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2000,
"Bahamas, The",CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2001,
"Bahamas, The",CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2002,
"Bahamas, The",CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2003,
"Bahamas, The",CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2004,
"Bahamas, The",CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2005,
"Bahamas, The",CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2006,
"Bahamas, The",CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2007,
"Bahamas, The",CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2008,
"Bahamas, The",CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2009,
"Bahamas, The",CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2010,
"Bahamas, The",CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2011,
"Bahamas, The",CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2012,
"Bahamas, The",CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2013,
"Bahamas, The",CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2014,
"Bahamas, The",CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2015,
"Bahamas, The",CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2016,
"Bahamas, The",CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2017,
"Bahamas, The",CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2018,
"Bahamas, The",CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2019,
"Bahamas, The",CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2020,
"Bahamas, The",CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2021,
"Bahamas, The",CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2022,
"Bahamas, The",CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2023,
Bahrain,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1960,
Bahrain,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1961,
Bahrain,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1962,
Bahrain,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1963,
Bahrain,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1964,
Bahrain,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1965,
Bahrain,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1966,
Bahrain,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1967,
Bahrain,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1968,
Bahrain,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1969,
Bahrain,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1970,
Bahrain,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1971,
Bahrain,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1972,
Bahrain,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1973,
Bahrain,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1974,
Bahrain,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1975,
Bahrain,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1976,
Bahrain,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1977,
